37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
09:11:50.0 (111721)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
09:11:50.0 (796889)|HEAP_ALLOCATE|[72]|Bytes:3
09:11:50.0 (863019)|HEAP_ALLOCATE|[77]|Bytes:152
09:11:50.0 (885136)|HEAP_ALLOCATE|[342]|Bytes:408
09:11:50.0 (902864)|HEAP_ALLOCATE|[355]|Bytes:408
09:11:50.0 (920991)|HEAP_ALLOCATE|[467]|Bytes:48
09:11:50.2 (2849952)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
09:11:50.2 (3047989)|STATEMENT_EXECUTE|[1]
09:11:50.2 (3089143)|HEAP_ALLOCATE|[50]|Bytes:5
09:11:50.2 (3116502)|HEAP_ALLOCATE|[56]|Bytes:5
09:11:50.2 (3125644)|HEAP_ALLOCATE|[64]|Bytes:7
09:11:50.2 (3149858)|SYSTEM_MODE_ENTER|false
09:11:50.2 (3170076)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
09:11:50.2 (3177350)|SYSTEM_MODE_EXIT|false
09:11:50.2 (3186143)|METHOD_EXIT|[1]|Twitter_Lightning_Controller
09:11:50.2 (3190941)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
09:11:50.2 (3192910)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
09:11:50.2 (3194265)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
09:11:50.2 (3198707)|SYSTEM_MODE_ENTER|false
09:11:50.2 (3209193)|VARIABLE_SCOPE_BEGIN|[68]|recordID|String|false|false
09:11:50.2 (3240156)|VARIABLE_ASSIGNMENT|[68]|recordID|"a0MB0000000cQXFMA2"
09:11:50.2 (3244741)|VARIABLE_SCOPE_BEGIN|[68]|objectApiName|String|false|false
09:11:50.2 (3248464)|VARIABLE_ASSIGNMENT|[68]|objectApiName|"Candidate__c"
09:11:50.2 (3251319)|VARIABLE_SCOPE_BEGIN|[68]|twitterIDFieldApiName|String|false|false
09:11:50.2 (3254329)|VARIABLE_ASSIGNMENT|[68]|twitterIDFieldApiName|"Twitter_ID__c"
09:11:50.2 (3256585)|VARIABLE_SCOPE_BEGIN|[68]|firstName|String|false|false
09:11:50.2 (3261220)|VARIABLE_ASSIGNMENT|[68]|firstName|null
09:11:50.2 (3263482)|VARIABLE_SCOPE_BEGIN|[68]|lastName|String|false|false
09:11:50.2 (3266000)|VARIABLE_ASSIGNMENT|[68]|lastName|null
09:11:50.2 (3267998)|VARIABLE_SCOPE_BEGIN|[68]|companyName|String|false|false
09:11:50.2 (3270483)|VARIABLE_ASSIGNMENT|[68]|companyName|null
09:11:50.2 (3272503)|VARIABLE_SCOPE_BEGIN|[68]|email|String|false|false
09:11:50.2 (3275043)|VARIABLE_ASSIGNMENT|[68]|email|null
09:11:50.2 (3288116)|HEAP_ALLOCATE|[70]|Bytes:5
09:11:50.2 (3292398)|STATEMENT_EXECUTE|[68]
09:11:50.2 (3294121)|STATEMENT_EXECUTE|[70]
09:11:50.2 (3300265)|VARIABLE_SCOPE_BEGIN|[70]|hasTwitterMemberID|Boolean|false|false
09:11:50.2 (3303605)|HEAP_ALLOCATE|[70]|Bytes:5
09:11:50.2 (3309314)|VARIABLE_ASSIGNMENT|[70]|hasTwitterMemberID|false
09:11:50.2 (3311283)|STATEMENT_EXECUTE|[71]
09:11:50.2 (3315910)|HEAP_ALLOCATE|[71]|Bytes:64
09:11:50.2 (3331619)|CONSTRUCTOR_ENTRY|[71]|01pB0000000r382|<init>()
09:11:50.2 (3355991)|VARIABLE_SCOPE_BEGIN|[1]|this|testautonumdata.Twitter_Lightning_Controller|true|false
09:11:50.2 (3402571)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x76cbbe67
09:11:50.2 (3409760)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
09:11:50.2 (3418091)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
09:11:50.2 (3443161)|STATEMENT_EXECUTE|[1]
09:11:50.2 (3447637)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
09:11:50.2 (3450199)|STATEMENT_EXECUTE|[4]
09:11:50.2 (3451410)|STATEMENT_EXECUTE|[6]
09:11:50.2 (3452359)|STATEMENT_EXECUTE|[8]
09:11:50.2 (3453586)|STATEMENT_EXECUTE|[10]
09:11:50.2 (3454922)|STATEMENT_EXECUTE|[12]
09:11:50.2 (3456066)|STATEMENT_EXECUTE|[14]
09:11:50.2 (3457322)|STATEMENT_EXECUTE|[16]
09:11:50.2 (3458248)|STATEMENT_EXECUTE|[18]
09:11:50.2 (3459386)|STATEMENT_EXECUTE|[20]
09:11:50.2 (3460534)|STATEMENT_EXECUTE|[22]
09:11:50.2 (3461750)|STATEMENT_EXECUTE|[24]
09:11:50.2 (3463310)|STATEMENT_EXECUTE|[26]
09:11:50.2 (3464521)|STATEMENT_EXECUTE|[28]
09:11:50.2 (3465561)|STATEMENT_EXECUTE|[30]
