38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
09:31:04.0 (90355)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
09:31:04.2 (2518765)|CODE_UNIT_STARTED|[EXTERNAL]|01pB0000000lc07|ListServerController.getListRecords
09:31:04.2 (2573845)|VARIABLE_SCOPE_BEGIN|[3]|ListServerController.mapObjectsFields|Map<String,Set<String>>|true|true
09:31:04.2 (2644447)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:180
09:31:04.2 (2652962)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:22
09:31:04.2 (2656012)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:27
09:31:04.2 (2674822)|METHOD_ENTRY|[1]|01pB0000000lc07|ListServerController.ListServerController()
09:31:04.2 (2679045)|STATEMENT_EXECUTE|[1]
09:31:04.2 (2686139)|STATEMENT_EXECUTE|[1]
09:31:04.2 (2723383)|HEAP_ALLOCATE|[50]|Bytes:5
09:31:04.2 (2748684)|HEAP_ALLOCATE|[56]|Bytes:5
09:31:04.2 (2757731)|HEAP_ALLOCATE|[64]|Bytes:7
09:31:04.2 (2784942)|SYSTEM_MODE_ENTER|false
09:31:04.2 (2807059)|HEAP_ALLOCATE|[3]|Bytes:5
09:31:04.2 (2811799)|STATEMENT_EXECUTE|[3]
09:31:04.2 (2844988)|VARIABLE_ASSIGNMENT|[3]|ListServerController.mapObjectsFields|null|
09:31:04.2 (2853160)|SYSTEM_MODE_EXIT|false
09:31:04.2 (2864630)|METHOD_EXIT|[1]|ListServerController
09:31:04.2 (2870305)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
09:31:04.2 (2872374)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
09:31:04.2 (2873861)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2
09:31:04.2 (2875131)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
09:31:04.2 (2876402)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
09:31:04.2 (2885198)|SYSTEM_MODE_ENTER|false
09:31:04.2 (2893398)|VARIABLE_SCOPE_BEGIN|[23]|rowsLimit|String|false|false
09:31:04.2 (2902102)|VARIABLE_ASSIGNMENT|[23]|rowsLimit|"8"
09:31:04.2 (2904230)|VARIABLE_SCOPE_BEGIN|[23]|objectApiName|String|false|false
09:31:04.2 (2907109)|VARIABLE_ASSIGNMENT|[23]|objectApiName|"Account"
09:31:04.2 (2908961)|VARIABLE_SCOPE_BEGIN|[23]|filter1Field|String|false|false
09:31:04.2 (2912005)|VARIABLE_ASSIGNMENT|[23]|filter1Field|null
09:31:04.2 (2913742)|VARIABLE_SCOPE_BEGIN|[23]|filter1Value|String|false|false
09:31:04.2 (2916143)|VARIABLE_ASSIGNMENT|[23]|filter1Value|null
09:31:04.2 (2917626)|VARIABLE_SCOPE_BEGIN|[23]|eventField|String|false|false
09:31:04.2 (2920144)|VARIABLE_ASSIGNMENT|[23]|eventField|"Id"
09:31:04.2 (2921886)|VARIABLE_SCOPE_BEGIN|[23]|column1|String|false|false
09:31:04.2 (2924384)|VARIABLE_ASSIGNMENT|[23]|column1|"Name"
09:31:04.2 (2926056)|VARIABLE_SCOPE_BEGIN|[23]|column2|String|false|false
09:31:04.2 (2928335)|VARIABLE_ASSIGNMENT|[23]|column2|null
09:31:04.2 (2930439)|VARIABLE_SCOPE_BEGIN|[23]|column3|String|false|false
09:31:04.2 (2932534)|VARIABLE_ASSIGNMENT|[23]|column3|null
09:31:04.2 (2934127)|VARIABLE_SCOPE_BEGIN|[23]|column4|String|false|false
09:31:04.2 (2936374)|VARIABLE_ASSIGNMENT|[23]|column4|null
09:31:04.2 (2940976)|VARIABLE_SCOPE_BEGIN|[23]|sortField|String|false|false
09:31:04.2 (2943654)|VARIABLE_ASSIGNMENT|[23]|sortField|"Name"
09:31:04.2 (2945299)|VARIABLE_SCOPE_BEGIN|[23]|sortDirection|String|false|false
09:31:04.2 (2947888)|VARIABLE_ASSIGNMENT|[23]|sortDirection|null
09:31:04.2 (2961964)|HEAP_ALLOCATE|[25]|Bytes:5
09:31:04.2 (2966171)|STATEMENT_EXECUTE|[23]
09:31:04.2 (2967468)|STATEMENT_EXECUTE|[25]
