37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
13:35:56.0 (110419)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
13:35:56.0 (672489)|HEAP_ALLOCATE|[72]|Bytes:3
13:35:56.0 (733829)|HEAP_ALLOCATE|[77]|Bytes:152
13:35:56.0 (753728)|HEAP_ALLOCATE|[342]|Bytes:408
13:35:56.0 (773374)|HEAP_ALLOCATE|[355]|Bytes:408
13:35:56.0 (791889)|HEAP_ALLOCATE|[467]|Bytes:48
13:35:56.2 (2439730)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
13:35:56.2 (2634881)|STATEMENT_EXECUTE|[1]
13:35:56.2 (2675988)|HEAP_ALLOCATE|[50]|Bytes:5
13:35:56.2 (2701758)|HEAP_ALLOCATE|[56]|Bytes:5
13:35:56.2 (2710741)|HEAP_ALLOCATE|[64]|Bytes:7
13:35:56.2 (2738843)|SYSTEM_MODE_ENTER|false
13:35:56.2 (2758430)|HEAP_ALLOCATE|[3]|Bytes:5
13:35:56.2 (2763022)|STATEMENT_EXECUTE|[3]
13:35:56.2 (2799248)|VARIABLE_ASSIGNMENT|[3]|InterviewsLCServerController.mapObjectsFields|null|
13:35:56.2 (2809312)|SYSTEM_MODE_EXIT|false
13:35:56.2 (2822697)|METHOD_EXIT|[1]|InterviewsLCServerController
13:35:56.2 (2828303)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
13:35:56.2 (2831034)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
13:35:56.2 (2838366)|SYSTEM_MODE_ENTER|false
13:35:56.2 (2845673)|VARIABLE_SCOPE_BEGIN|[89]|rowsLimit|String|false|false
13:35:56.2 (2858577)|VARIABLE_ASSIGNMENT|[89]|rowsLimit|"8"
13:35:56.2 (2861238)|VARIABLE_SCOPE_BEGIN|[89]|objectApiName|String|false|false
13:35:56.2 (2866434)|VARIABLE_ASSIGNMENT|[89]|objectApiName|"Account"
13:35:56.2 (2868680)|VARIABLE_SCOPE_BEGIN|[89]|filter1Field|String|false|false
13:35:56.2 (2873467)|VARIABLE_ASSIGNMENT|[89]|filter1Field|null
13:35:56.2 (2875642)|VARIABLE_SCOPE_BEGIN|[89]|filter1Value|String|false|false
13:35:56.2 (2879381)|VARIABLE_ASSIGNMENT|[89]|filter1Value|null
13:35:56.2 (2881299)|VARIABLE_SCOPE_BEGIN|[89]|eventField|String|false|false
13:35:56.2 (2885129)|VARIABLE_ASSIGNMENT|[89]|eventField|null
13:35:56.2 (2887301)|VARIABLE_SCOPE_BEGIN|[89]|column1|String|false|false
13:35:56.2 (2891088)|VARIABLE_ASSIGNMENT|[89]|column1|null
13:35:56.2 (2893128)|VARIABLE_SCOPE_BEGIN|[89]|column2|String|false|false
13:35:56.2 (2896910)|VARIABLE_ASSIGNMENT|[89]|column2|null
13:35:56.2 (2898985)|VARIABLE_SCOPE_BEGIN|[89]|column3|String|false|false
13:35:56.2 (2902538)|VARIABLE_ASSIGNMENT|[89]|column3|null
13:35:56.2 (2904449)|VARIABLE_SCOPE_BEGIN|[89]|column4|String|false|false
13:35:56.2 (2908002)|VARIABLE_ASSIGNMENT|[89]|column4|null
13:35:56.2 (2923321)|HEAP_ALLOCATE|[91]|Bytes:5
13:35:56.2 (2927823)|STATEMENT_EXECUTE|[89]
13:35:56.2 (2929487)|STATEMENT_EXECUTE|[91]
13:35:56.2 (2932073)|HEAP_ALLOCATE|[91]|Bytes:20
13:35:56.2 (2947541)|HEAP_ALLOCATE|[91]|Bytes:21
13:35:56.2 (2979068)|ENTERING_MANAGED_PKG|
13:35:56.2 (3009753)|USER_DEBUG|[91]|DEBUG|######## rowsLimit: 8
13:35:56.2 (3020228)|STATEMENT_EXECUTE|[92]
13:35:56.2 (3024251)|HEAP_ALLOCATE|[92]|Bytes:24
13:35:56.2 (3031363)|HEAP_ALLOCATE|[92]|Bytes:31
13:35:56.2 (3042036)|ENTERING_MANAGED_PKG|
13:35:56.2 (3056340)|USER_DEBUG|[92]|DEBUG|######## objectApiName: Account
13:35:56.2 (3062606)|STATEMENT_EXECUTE|[95]
13:35:56.2 (3069680)|HEAP_ALLOCATE|[95]|Bytes:4
13:35:56.2 (3112279)|VARIABLE_ASSIGNMENT|[95]|InterviewsLCServerController.mapObjectsFields|{"s":1,"v":{}}|0x3c3bf0d
13:35:56.2 (3116354)|STATEMENT_EXECUTE|[97]
13:35:56.2 (3119712)|HEAP_ALLOCATE|[97]|Bytes:2
13:35:56.2 (3132291)|METHOD_ENTRY|[97]|01pB0000000lA1s|testautonumdata.InterviewsLCServerController.AddFieldToObjectsMap(String, String)
13:35:56.2 (3148162)|VARIABLE_SCOPE_BEGIN|[21]|fieldName|String|false|false
13:35:56.2 (3157477)|VARIABLE_ASSIGNMENT|[21]|fieldName|"Id"
13:35:56.2 (3159783)|VARIABLE_SCOPE_BEGIN|[21]|initialObjectName|String|false|false
13:35:56.2 (3164383)|VARIABLE_ASSIGNMENT|[21]|initialObjectName|"Account"
13:35:56.2 (3171487)|HEAP_ALLOCATE|[23]|Bytes:5
13:35:56.2 (3174992)|STATEMENT_EXECUTE|[22]
13:35:56.2 (3177348)|HEAP_ALLOCATE|[23]|Bytes:1
13:35:56.2 (3197570)|ENTERING_MANAGED_PKG|
13:35:56.2 (3229017)|STATEMENT_EXECUTE|[64]
13:35:56.2 (3238358)|METHOD_ENTRY|[64]|01pB0000000lA1s|testautonumdata.InterviewsLCServerController.AddFieldToMap(String, String)
13:35:56.2 (3250796)|VARIABLE_SCOPE_BEGIN|[68]|fieldName|String|false|false
13:35:56.2 (3259853)|VARIABLE_ASSIGNMENT|[68]|fieldName|"Id"
