38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
12:36:05.4 (4812630)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
12:36:05.6 (6663751)|CODE_UNIT_STARTED|[EXTERNAL]|01pB0000000rehC|FilesViewerServerController.getListRecords
12:36:05.6 (6765518)|VARIABLE_SCOPE_BEGIN|[3]|FilesViewerServerController.mapObjectsFields|Map<String,Set<String>>|true|true
12:36:05.6 (6829809)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:172
12:36:05.6 (6837906)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:15
12:36:05.6 (6840400)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:20
12:36:05.6 (6859033)|METHOD_ENTRY|[1]|01pB0000000rehC|FilesViewerServerController.FilesViewerServerController()
12:36:05.6 (6863896)|STATEMENT_EXECUTE|[1]
12:36:05.6 (6870454)|STATEMENT_EXECUTE|[1]
12:36:05.6 (6908572)|HEAP_ALLOCATE|[50]|Bytes:5
12:36:05.6 (6931850)|HEAP_ALLOCATE|[56]|Bytes:5
12:36:05.6 (6940326)|HEAP_ALLOCATE|[64]|Bytes:7
12:36:05.6 (6965900)|SYSTEM_MODE_ENTER|false
12:36:05.6 (6987127)|HEAP_ALLOCATE|[3]|Bytes:5
12:36:05.6 (6991284)|STATEMENT_EXECUTE|[3]
12:36:05.6 (7023589)|VARIABLE_ASSIGNMENT|[3]|FilesViewerServerController.mapObjectsFields|null|
12:36:05.6 (7031360)|SYSTEM_MODE_EXIT|false
12:36:05.6 (7049340)|METHOD_EXIT|[1]|FilesViewerServerController
12:36:05.6 (7055429)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:15
12:36:05.6 (7057409)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
12:36:05.6 (7062979)|SYSTEM_MODE_ENTER|false
12:36:05.6 (7073141)|VARIABLE_SCOPE_BEGIN|[18]|recordID|String|false|false
12:36:05.6 (7084218)|VARIABLE_ASSIGNMENT|[18]|recordID|"a0MB0000000cQXF"
12:36:05.6 (7087557)|VARIABLE_SCOPE_BEGIN|[18]|rowsLimit|String|false|false
12:36:05.6 (7091310)|VARIABLE_ASSIGNMENT|[18]|rowsLimit|"8"
12:36:05.6 (7107313)|HEAP_ALLOCATE|[20]|Bytes:5
12:36:05.6 (7110918)|STATEMENT_EXECUTE|[18]
12:36:05.6 (7112151)|STATEMENT_EXECUTE|[20]
12:36:05.6 (7114966)|HEAP_ALLOCATE|[20]|Bytes:49
12:36:05.6 (7127231)|HEAP_ALLOCATE|[20]|Bytes:50
12:36:05.6 (7154772)|ENTERING_MANAGED_PKG|
12:36:05.6 (7186422)|USER_DEBUG|[20]|DEBUG|######## FilesViewerServerController: rowsLimit: 8
12:36:05.6 (7194878)|STATEMENT_EXECUTE|[23]
12:36:05.6 (7201923)|HEAP_ALLOCATE|[23]|Bytes:4
12:36:05.6 (7239199)|VARIABLE_ASSIGNMENT|[23]|FilesViewerServerController.mapObjectsFields|{"s":1,"v":{}}|0x6b98437a
12:36:05.6 (7242523)|STATEMENT_EXECUTE|[25]
12:36:05.6 (7245774)|HEAP_ALLOCATE|[25]|Bytes:2
12:36:05.6 (7248576)|HEAP_ALLOCATE|[25]|Bytes:19
12:36:05.6 (85643913)|HEAP_ALLOCATE|[25]|Bytes:19
12:36:05.6 (85657071)|HEAP_ALLOCATE|[25]|Bytes:28
12:36:05.6 (85692659)|METHOD_ENTRY|[1]|01pB0000000ljzx|Sparkle_Helper.Sparkle_Helper()
12:36:05.6 (85697757)|STATEMENT_EXECUTE|[1]
12:36:05.6 (85706302)|STATEMENT_EXECUTE|[1]
12:36:05.6 (85713406)|HEAP_ALLOCATE|[25]|Bytes:5
12:36:05.6 (85727273)|METHOD_EXIT|[1]|Sparkle_Helper
12:36:05.6 (85767314)|METHOD_ENTRY|[25]|01pB0000000ljzx|testautonumdata.Sparkle_Helper.AddFieldToObjectsMap(String, String, Map<String,Set<String>>)
12:36:05.6 (85806660)|VARIABLE_SCOPE_BEGIN|[107]|fieldName|String|false|false
12:36:05.6 (85823578)|VARIABLE_ASSIGNMENT|[107]|fieldName|"Id"
12:36:05.6 (85827196)|VARIABLE_SCOPE_BEGIN|[107]|initialObjectName|String|false|false
12:36:05.6 (85832248)|VARIABLE_ASSIGNMENT|[107]|initialObjectName|"ContentDocumentLink"
12:36:05.6 (85835361)|VARIABLE_SCOPE_BEGIN|[107]|theMap|Map<String,Set<String>>|true|false
12:36:05.6 (85856472)|VARIABLE_ASSIGNMENT|[107]|theMap|{"s":1,"v":{}}|0x6b98437a
12:36:05.6 (85865401)|HEAP_ALLOCATE|[109]|Bytes:5
12:36:05.6 (85870212)|STATEMENT_EXECUTE|[108]
12:36:05.6 (85873450)|HEAP_ALLOCATE|[109]|Bytes:1
12:36:05.6 (85892392)|ENTERING_MANAGED_PKG|
12:36:05.6 (85967381)|STATEMENT_EXECUTE|[150]
12:36:05.6 (85983080)|METHOD_ENTRY|[150]|01pB0000000ljzx|testautonumdata.Sparkle_Helper.AddFieldToMap(String, String, Map<String,Set<String>>)
12:36:05.6 (86005704)|VARIABLE_SCOPE_BEGIN|[157]|fieldName|String|false|false
12:36:05.6 (86015162)|VARIABLE_ASSIGNMENT|[157]|fieldName|"Id"
12:36:05.6 (86018420)|VARIABLE_SCOPE_BEGIN|[157]|ObjectName|String|false|false
12:36:05.6 (86023255)|VARIABLE_ASSIGNMENT|[157]|ObjectName|"ContentDocumentLink"
12:36:05.6 (86026038)|VARIABLE_SCOPE_BEGIN|[157]|theMap|Map<String,Set<String>>|true|false
12:36:05.6 (86038396)|VARIABLE_ASSIGNMENT|[157]|theMap|{"s":1,"v":{}}|0x6b98437a
12:36:05.6 (86046685)|HEAP_ALLOCATE|[160]|Bytes:5
12:36:05.6 (86050709)|STATEMENT_EXECUTE|[158]
12:36:05.6 (86061896)|ENTERING_MANAGED_PKG|
12:36:05.6 (86090363)|STATEMENT_EXECUTE|[167]
12:36:05.6 (86092329)|STATEMENT_EXECUTE|[168]
12:36:05.6 (86158504)|HEAP_ALLOCATE|[168]|Bytes:4
12:36:05.6 (86176870)|ENTERING_MANAGED_PKG|
12:36:05.6 (86200470)|VARIABLE_SCOPE_BEGIN|[168]|newFieldSet|Set<String>|true|false
12:36:05.6 (86233102)|VARIABLE_ASSIGNMENT|[168]|newFieldSet|{"s":1,"v":[]}|0x34c83351
12:36:05.6 (86236984)|STATEMENT_EXECUTE|[169]
12:36:05.6 (86248653)|ENTERING_MANAGED_PKG|
12:36:05.6 (86273968)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
12:36:05.6 (86283586)|STATEMENT_EXECUTE|[170]
12:36:05.6 (86290784)|ENTERING_MANAGED_PKG|
12:36:05.6 (86315832)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
12:36:05.6 (86332644)|METHOD_EXIT|[150]|01pB0000000ljzx|testautonumdata.Sparkle_Helper.AddFieldToMap(String, String, Map<String,Set<String>>)
12:36:05.6 (86339480)|METHOD_EXIT|[25]|01pB0000000ljzx|testautonumdata.Sparkle_Helper.AddFieldToObjectsMap(String, String, Map<String,Set<String>>)
12:36:05.6 (86342760)|STATEMENT_EXECUTE|[27]
12:36:05.6 (86370974)|HEAP_ALLOCATE|[27]|Bytes:4
12:36:05.6 (86440218)|ENTERING_MANAGED_PKG|
12:36:05.6 (86459731)|VARIABLE_SCOPE_BEGIN|[27]|lstReturnRecords|List<testautonumdata.FilesViewerServerController>|true|false
12:36:05.6 (86484973)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
12:36:05.6 (86498960)|VARIABLE_ASSIGNMENT|[27]|lstReturnRecords|{"s":1,"v":[]}|0x7765159e
12:36:05.6 (86516320)|ENTERING_MANAGED_PKG|
12:36:05.6 (86544567)|STATEMENT_EXECUTE|[29]
12:36:05.6 (86546782)|STATEMENT_EXECUTE|[30]
