37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
13:28:27.0 (108114)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
13:28:27.0 (590454)|HEAP_ALLOCATE|[72]|Bytes:3
13:28:27.0 (661446)|HEAP_ALLOCATE|[77]|Bytes:152
13:28:27.0 (688404)|HEAP_ALLOCATE|[342]|Bytes:408
13:28:27.0 (709589)|HEAP_ALLOCATE|[355]|Bytes:408
13:28:27.0 (730924)|HEAP_ALLOCATE|[467]|Bytes:48
13:28:27.3 (3045852)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
13:28:27.3 (3218202)|STATEMENT_EXECUTE|[1]
13:28:27.3 (3260375)|HEAP_ALLOCATE|[50]|Bytes:5
13:28:27.3 (3290569)|HEAP_ALLOCATE|[56]|Bytes:5
13:28:27.3 (3302546)|HEAP_ALLOCATE|[64]|Bytes:7
13:28:27.3 (3329588)|SYSTEM_MODE_ENTER|false
13:28:27.3 (3376496)|HEAP_ALLOCATE|[3]|Bytes:5
13:28:27.3 (3383912)|STATEMENT_EXECUTE|[3]
13:28:27.3 (3417154)|VARIABLE_ASSIGNMENT|[3]|InterviewsLCServerController.mapObjectsFields|null|
13:28:27.3 (3427715)|SYSTEM_MODE_EXIT|false
13:28:27.3 (3439148)|METHOD_EXIT|[1]|InterviewsLCServerController
13:28:27.3 (3445897)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
13:28:27.3 (3449781)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
13:28:27.3 (3457274)|SYSTEM_MODE_ENTER|false
13:28:27.3 (3466536)|VARIABLE_SCOPE_BEGIN|[89]|rowsLimit|String|false|false
13:28:27.3 (3477386)|VARIABLE_ASSIGNMENT|[89]|rowsLimit|"8"
13:28:27.3 (3481541)|VARIABLE_SCOPE_BEGIN|[89]|objectApiName|String|false|false
13:28:27.3 (3487188)|VARIABLE_ASSIGNMENT|[89]|objectApiName|"Account"
13:28:27.3 (3490888)|VARIABLE_SCOPE_BEGIN|[89]|filter1Field|String|false|false
13:28:27.3 (3495790)|VARIABLE_ASSIGNMENT|[89]|filter1Field|null
13:28:27.3 (3499463)|VARIABLE_SCOPE_BEGIN|[89]|filter1Value|String|false|false
13:28:27.3 (3503560)|VARIABLE_ASSIGNMENT|[89]|filter1Value|null
13:28:27.3 (3506931)|VARIABLE_SCOPE_BEGIN|[89]|eventField|String|false|false
13:28:27.3 (3510985)|VARIABLE_ASSIGNMENT|[89]|eventField|null
13:28:27.3 (3514608)|VARIABLE_SCOPE_BEGIN|[89]|column1|String|false|false
13:28:27.3 (3518486)|VARIABLE_ASSIGNMENT|[89]|column1|null
13:28:27.3 (3522129)|VARIABLE_SCOPE_BEGIN|[89]|column2|String|false|false
13:28:27.3 (3525826)|VARIABLE_ASSIGNMENT|[89]|column2|null
13:28:27.3 (3529184)|VARIABLE_SCOPE_BEGIN|[89]|column3|String|false|false
13:28:27.3 (3533072)|VARIABLE_ASSIGNMENT|[89]|column3|null
13:28:27.3 (3536293)|VARIABLE_SCOPE_BEGIN|[89]|column4|String|false|false
13:28:27.3 (3540030)|VARIABLE_ASSIGNMENT|[89]|column4|null
13:28:27.3 (3554938)|HEAP_ALLOCATE|[91]|Bytes:5
13:28:27.3 (3562155)|STATEMENT_EXECUTE|[89]
13:28:27.3 (3565337)|STATEMENT_EXECUTE|[91]
13:28:27.3 (3569628)|HEAP_ALLOCATE|[91]|Bytes:20
13:28:27.3 (3585612)|HEAP_ALLOCATE|[91]|Bytes:21
13:28:27.3 (3620111)|ENTERING_MANAGED_PKG|
13:28:27.3 (3658210)|USER_DEBUG|[91]|DEBUG|######## rowsLimit: 8
13:28:27.3 (3671255)|STATEMENT_EXECUTE|[92]
13:28:27.3 (3677479)|HEAP_ALLOCATE|[92]|Bytes:24
13:28:27.3 (3686699)|HEAP_ALLOCATE|[92]|Bytes:31
13:28:27.3 (3701661)|ENTERING_MANAGED_PKG|
13:28:27.3 (3719244)|USER_DEBUG|[92]|DEBUG|######## objectApiName: Account
13:28:27.3 (3728758)|STATEMENT_EXECUTE|[95]
13:28:27.3 (3737672)|HEAP_ALLOCATE|[95]|Bytes:4
