38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
09:54:44.0 (107181)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
09:54:44.2 (2549088)|CODE_UNIT_STARTED|[EXTERNAL]|01pB0000000r382|Twitter_Lightning_Controller.getTwitterUser
09:54:44.2 (2753574)|METHOD_ENTRY|[1]|01pB0000000r382|Twitter_Lightning_Controller.Twitter_Lightning_Controller()
09:54:44.2 (2950537)|METHOD_EXIT|[1]|Twitter_Lightning_Controller
09:54:44.2 (4508285)|CONSTRUCTOR_ENTRY|[350]|01pB0000000r382|<init>()
09:54:44.2 (4720136)|CONSTRUCTOR_EXIT|[350]|01pB0000000r382|<init>()
09:54:44.2 (5109497)|METHOD_ENTRY|[361]||System.EncodingUtil.urlEncode(String, String)
09:54:44.2 (5207221)|METHOD_EXIT|[361]||System.EncodingUtil.urlEncode(String, String)
09:54:44.2 (5238348)|METHOD_ENTRY|[362]||System.EncodingUtil.urlEncode(String, String)
09:54:44.2 (5275481)|METHOD_EXIT|[362]||System.EncodingUtil.urlEncode(String, String)
09:54:44.2 (5775515)|METHOD_ENTRY|[375]||System.EncodingUtil.base64Encode(Blob)
09:54:44.2 (5848408)|METHOD_EXIT|[375]||System.EncodingUtil.base64Encode(Blob)
09:54:44.2 (6231813)|CALLOUT_REQUEST|[383]|System.HttpRequest[Endpoint=https://api.twitter.com/oauth2/token, Method=POST]
09:54:44.2 (309925339)|CALLOUT_RESPONSE|[383]|System.HttpResponse[Status=OK, StatusCode=200]
09:54:44.2 (310535594)|METHOD_ENTRY|[388]||System.JSON.createParser(String)
09:54:44.2 (310735447)|METHOD_EXIT|[388]||System.JSON.createParser(String)
09:54:44.2 (310806011)|METHOD_ENTRY|[389]||System.JSONParser.nextToken()
09:54:44.2 (311060943)|METHOD_EXIT|[389]||System.JSONParser.nextToken()
09:54:44.2 (311076739)|METHOD_ENTRY|[390]||System.JSONParser.getCurrentToken()
09:54:44.2 (311132441)|METHOD_EXIT|[390]||System.JSONParser.getCurrentToken()
09:54:44.2 (311224800)|METHOD_ENTRY|[389]||System.JSONParser.nextToken()
09:54:44.2 (311265917)|METHOD_EXIT|[389]||System.JSONParser.nextToken()
09:54:44.2 (311275658)|METHOD_ENTRY|[390]||System.JSONParser.getCurrentToken()
09:54:44.2 (311307874)|METHOD_EXIT|[390]||System.JSONParser.getCurrentToken()
09:54:44.2 (311331835)|METHOD_ENTRY|[390]||System.JSONParser.getText()
09:54:44.2 (311353280)|METHOD_EXIT|[390]||System.JSONParser.getText()
09:54:44.2 (311391250)|METHOD_ENTRY|[389]||System.JSONParser.nextToken()
09:54:44.2 (311431040)|METHOD_EXIT|[389]||System.JSONParser.nextToken()
09:54:44.2 (311440546)|METHOD_ENTRY|[390]||System.JSONParser.getCurrentToken()
09:54:44.2 (311472401)|METHOD_EXIT|[390]||System.JSONParser.getCurrentToken()
09:54:44.2 (311507981)|METHOD_ENTRY|[389]||System.JSONParser.nextToken()
09:54:44.2 (311544262)|METHOD_EXIT|[389]||System.JSONParser.nextToken()
09:54:44.2 (311553235)|METHOD_ENTRY|[390]||System.JSONParser.getCurrentToken()
09:54:44.2 (311583028)|METHOD_EXIT|[390]||System.JSONParser.getCurrentToken()
09:54:44.2 (311602040)|METHOD_ENTRY|[390]||System.JSONParser.getText()
09:54:44.2 (311616471)|METHOD_EXIT|[390]||System.JSONParser.getText()
09:54:44.2 (311639726)|METHOD_ENTRY|[391]||System.JSONParser.nextToken()
09:54:44.2 (311685682)|METHOD_EXIT|[391]||System.JSONParser.nextToken()
09:54:44.2 (311697398)|METHOD_ENTRY|[392]||System.JSONParser.getText()
09:54:44.2 (311722812)|METHOD_EXIT|[392]||System.JSONParser.getText()
09:54:44.2 (311794134)|METHOD_ENTRY|[389]||System.JSONParser.nextToken()
09:54:44.2 (311843232)|METHOD_EXIT|[389]||System.JSONParser.nextToken()
09:54:44.2 (311853060)|METHOD_ENTRY|[390]||System.JSONParser.getCurrentToken()
09:54:44.2 (311885116)|METHOD_EXIT|[390]||System.JSONParser.getCurrentToken()
09:54:44.2 (311921252)|METHOD_ENTRY|[389]||System.JSONParser.nextToken()
09:54:44.2 (311939452)|METHOD_EXIT|[389]||System.JSONParser.nextToken()
09:54:44.2 (314501870)|CALLOUT_REQUEST|[411]|System.HttpRequest[Endpoint=https://api.twitter.com/1.1/users/show.json?screen_name=roreb, Method=GET]
09:54:44.2 (393335703)|CALLOUT_RESPONSE|[411]|System.HttpResponse[Status=OK, StatusCode=200]
09:54:44.2 (394315722)|METHOD_ENTRY|[1]|01pB0000000ljzx|Sparkle_Helper.Sparkle_Helper()
09:54:44.2 (394358057)|METHOD_EXIT|[1]|Sparkle_Helper
09:54:44.2 (394383887)|METHOD_ENTRY|[417]|01pB0000000ljzx|testautonumdata.Sparkle_Helper.getFieldValueFromJson(String, String)
09:54:44.2 (394477700)|METHOD_ENTRY|[9]||System.JSON.createParser(String)
09:54:44.2 (394592764)|METHOD_EXIT|[9]||System.JSON.createParser(String)
09:54:44.2 (394680512)|METHOD_ENTRY|[12]||System.JSONParser.nextToken()
09:54:44.2 (394762327)|METHOD_EXIT|[12]||System.JSONParser.nextToken()
09:54:44.2 (394775340)|METHOD_ENTRY|[13]||System.JSONParser.getCurrentToken()
09:54:44.2 (394825534)|METHOD_EXIT|[13]||System.JSONParser.getCurrentToken()
09:54:44.2 (394890757)|METHOD_ENTRY|[12]||System.JSONParser.nextToken()
09:54:44.2 (394931568)|METHOD_EXIT|[12]||System.JSONParser.nextToken()
09:54:44.2 (394940538)|METHOD_ENTRY|[13]||System.JSONParser.getCurrentToken()
09:54:44.2 (394972065)|METHOD_EXIT|[13]||System.JSONParser.getCurrentToken()
09:54:44.2 (394994515)|METHOD_ENTRY|[14]||System.JSONParser.getText()
09:54:44.2 (395026830)|METHOD_EXIT|[14]||System.JSONParser.getText()
