37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
15:47:46.0 (121668)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
15:47:46.2 (2641867)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
15:47:46.2 (2945031)|METHOD_EXIT|[1]|Twitter_Lightning_Controller
15:47:46.2 (3184809)|CONSTRUCTOR_ENTRY|[298]|01pB0000000r382|<init>()
15:47:46.2 (3349136)|CONSTRUCTOR_EXIT|[298]|01pB0000000r382|<init>()
15:47:46.2 (3725818)|METHOD_ENTRY|[309]||System.EncodingUtil.urlEncode(String, String)
15:47:46.2 (3794888)|METHOD_EXIT|[309]||System.EncodingUtil.urlEncode(String, String)
15:47:46.2 (3822593)|METHOD_ENTRY|[310]||System.EncodingUtil.urlEncode(String, String)
15:47:46.2 (3857891)|METHOD_EXIT|[310]||System.EncodingUtil.urlEncode(String, String)
15:47:46.2 (4295007)|METHOD_ENTRY|[323]||System.EncodingUtil.base64Encode(Blob)
15:47:46.2 (4366656)|METHOD_EXIT|[323]||System.EncodingUtil.base64Encode(Blob)
15:47:46.2 (4664440)|CALLOUT_REQUEST|[331]|System.HttpRequest[Endpoint=https://api.twitter.com/oauth2/token, Method=POST]
15:47:46.2 (288710103)|CALLOUT_RESPONSE|[331]|System.HttpResponse[Status=OK, StatusCode=200]
15:47:46.2 (289358389)|METHOD_ENTRY|[336]||System.JSON.createParser(String)
15:47:46.2 (289598235)|METHOD_EXIT|[336]||System.JSON.createParser(String)
15:47:46.2 (289714075)|METHOD_ENTRY|[337]||System.JSONParser.nextToken()
15:47:46.2 (290003495)|METHOD_EXIT|[337]||System.JSONParser.nextToken()
15:47:46.2 (290020581)|METHOD_ENTRY|[338]||System.JSONParser.getCurrentToken()
15:47:46.2 (290077163)|METHOD_EXIT|[338]||System.JSONParser.getCurrentToken()
15:47:46.2 (290176483)|METHOD_ENTRY|[337]||System.JSONParser.nextToken()
15:47:46.2 (290216840)|METHOD_EXIT|[337]||System.JSONParser.nextToken()
15:47:46.2 (290226003)|METHOD_ENTRY|[338]||System.JSONParser.getCurrentToken()
15:47:46.2 (290257176)|METHOD_EXIT|[338]||System.JSONParser.getCurrentToken()
15:47:46.2 (290281442)|METHOD_ENTRY|[338]||System.JSONParser.getText()
15:47:46.2 (290305302)|METHOD_EXIT|[338]||System.JSONParser.getText()
15:47:46.2 (290344923)|METHOD_ENTRY|[337]||System.JSONParser.nextToken()
15:47:46.2 (290380539)|METHOD_EXIT|[337]||System.JSONParser.nextToken()
15:47:46.2 (290389380)|METHOD_ENTRY|[338]||System.JSONParser.getCurrentToken()
15:47:46.2 (290419884)|METHOD_EXIT|[338]||System.JSONParser.getCurrentToken()
15:47:46.2 (290454010)|METHOD_ENTRY|[337]||System.JSONParser.nextToken()
15:47:46.2 (290489667)|METHOD_EXIT|[337]||System.JSONParser.nextToken()
15:47:46.2 (290498189)|METHOD_ENTRY|[338]||System.JSONParser.getCurrentToken()
15:47:46.2 (290527592)|METHOD_EXIT|[338]||System.JSONParser.getCurrentToken()
15:47:46.2 (290545783)|METHOD_ENTRY|[338]||System.JSONParser.getText()
15:47:46.2 (290560491)|METHOD_EXIT|[338]||System.JSONParser.getText()
15:47:46.2 (290583328)|METHOD_ENTRY|[339]||System.JSONParser.nextToken()
15:47:46.2 (290627432)|METHOD_EXIT|[339]||System.JSONParser.nextToken()
15:47:46.2 (290639076)|METHOD_ENTRY|[340]||System.JSONParser.getText()
15:47:46.2 (290664948)|METHOD_EXIT|[340]||System.JSONParser.getText()
15:47:46.2 (290738966)|METHOD_ENTRY|[337]||System.JSONParser.nextToken()
15:47:46.2 (290776221)|METHOD_EXIT|[337]||System.JSONParser.nextToken()
15:47:46.2 (290784834)|METHOD_ENTRY|[338]||System.JSONParser.getCurrentToken()
15:47:46.2 (290815541)|METHOD_EXIT|[338]||System.JSONParser.getCurrentToken()
15:47:46.2 (290849578)|METHOD_ENTRY|[337]||System.JSONParser.nextToken()
15:47:46.2 (290872288)|METHOD_EXIT|[337]||System.JSONParser.nextToken()
15:47:46.2 (293394963)|CALLOUT_REQUEST|[359]|System.HttpRequest[Endpoint=https://api.twitter.com/1.1/users/show.json?screen_name=roreb, Method=GET]
15:47:46.2 (355205735)|CALLOUT_RESPONSE|[359]|System.HttpResponse[Status=OK, StatusCode=200]
15:47:46.2 (356117783)|METHOD_ENTRY|[365]|01pB0000000r382|testautonumdata.Twitter_Lightning_Controller.getFieldValueFromJson(String, String)
15:47:46.2 (356188767)|METHOD_ENTRY|[468]||System.JSON.createParser(String)
15:47:46.2 (356261820)|METHOD_EXIT|[468]||System.JSON.createParser(String)
15:47:46.2 (356314306)|METHOD_ENTRY|[471]||System.JSONParser.nextToken()
15:47:46.2 (356368561)|METHOD_EXIT|[471]||System.JSONParser.nextToken()
15:47:46.2 (356380173)|METHOD_ENTRY|[472]||System.JSONParser.getCurrentToken()
15:47:46.2 (356422764)|METHOD_EXIT|[472]||System.JSONParser.getCurrentToken()
15:47:46.2 (356466872)|METHOD_ENTRY|[471]||System.JSONParser.nextToken()
15:47:46.2 (356503362)|METHOD_EXIT|[471]||System.JSONParser.nextToken()
15:47:46.2 (356511714)|METHOD_ENTRY|[472]||System.JSONParser.getCurrentToken()
15:47:46.2 (356541371)|METHOD_EXIT|[472]||System.JSONParser.getCurrentToken()
15:47:46.2 (356562165)|METHOD_ENTRY|[473]||System.JSONParser.getText()
15:47:46.2 (356587313)|METHOD_EXIT|[473]||System.JSONParser.getText()
15:47:46.2 (356605942)|METHOD_ENTRY|[471]||System.JSONParser.nextToken()
15:47:46.2 (356640247)|METHOD_EXIT|[471]||System.JSONParser.nextToken()
15:47:46.2 (356648254)|METHOD_ENTRY|[472]||System.JSONParser.getCurrentToken()
15:47:46.2 (356678167)|METHOD_EXIT|[472]||System.JSONParser.getCurrentToken()
15:47:46.2 (356710262)|METHOD_ENTRY|[471]||System.JSONParser.nextToken()
15:47:46.2 (356743955)|METHOD_EXIT|[471]||System.JSONParser.nextToken()
15:47:46.2 (356751967)|METHOD_ENTRY|[472]||System.JSONParser.getCurrentToken()
15:47:46.2 (356781037)|METHOD_EXIT|[472]||System.JSONParser.getCurrentToken()
15:47:46.2 (356798330)|METHOD_ENTRY|[473]||System.JSONParser.getText()
15:47:46.2 (356812650)|METHOD_EXIT|[473]||System.JSONParser.getText()
15:47:46.2 (356826228)|METHOD_ENTRY|[471]||System.JSONParser.nextToken()
15:47:46.2 (356857793)|METHOD_EXIT|[471]||System.JSONParser.nextToken()
15:47:46.2 (356865649)|METHOD_ENTRY|[472]||System.JSONParser.getCurrentToken()
15:47:46.2 (356894714)|METHOD_EXIT|[472]||System.JSONParser.getCurrentToken()
15:47:46.2 (356925378)|METHOD_ENTRY|[471]||System.JSONParser.nextToken()
15:47:46.2 (356958403)|METHOD_EXIT|[471]||System.JSONParser.nextToken()
15:47:46.2 (356966243)|METHOD_ENTRY|[472]||System.JSONParser.getCurrentToken()
15:47:46.2 (356995820)|METHOD_EXIT|[472]||System.JSONParser.getCurrentToken()
15:47:46.2 (357013136)|METHOD_ENTRY|[473]||System.JSONParser.getText()
15:47:46.2 (357028550)|METHOD_EXIT|[473]||System.JSONParser.getText()
15:47:46.2 (357042104)|METHOD_ENTRY|[471]||System.JSONParser.nextToken()
15:47:46.2 (357073593)|METHOD_EXIT|[471]||System.JSONParser.nextToken()
15:47:46.2 (357085503)|METHOD_ENTRY|[472]||System.JSONParser.getCurrentToken()
15:47:46.2 (357116426)|METHOD_EXIT|[472]||System.JSONParser.getCurrentToken()
15:47:46.2 (357147798)|METHOD_ENTRY|[471]||System.JSONParser.nextToken()
15:47:46.2 (357181628)|METHOD_EXIT|[471]||System.JSONParser.nextToken()
15:47:46.2 (357189516)|METHOD_ENTRY|[472]||System.JSONParser.getCurrentToken()
15:47:46.2 (357218507)|METHOD_EXIT|[472]||System.JSONParser.getCurrentToken()
15:47:46.2 (357235659)|METHOD_ENTRY|[473]||System.JSONParser.getText()
15:47:46.2 (357249925)|METHOD_EXIT|[473]||System.JSONParser.getText()
15:47:46.2 (357263639)|METHOD_ENTRY|[471]||System.JSONParser.nextToken()
15:47:46.2 (357295410)|METHOD_EXIT|[471]||System.JSONParser.nextToken()
15:47:46.2 (357303269)|METHOD_ENTRY|[472]||System.JSONParser.getCurrentToken()
15:47:46.2 (357332447)|METHOD_EXIT|[472]||System.JSONParser.getCurrentToken()
15:47:46.2 (357362763)|METHOD_ENTRY|[471]||System.JSONParser.nextToken()
15:47:46.2 (357397045)|METHOD_EXIT|[471]||System.JSONParser.nextToken()
15:47:46.2 (357404952)|METHOD_ENTRY|[472]||System.JSONParser.getCurrentToken()
15:47:46.2 (357433787)|METHOD_EXIT|[472]||System.JSONParser.getCurrentToken()
15:47:46.2 (357450932)|METHOD_ENTRY|[473]||System.JSONParser.getText()
15:47:46.2 (357465239)|METHOD_EXIT|[473]||System.JSONParser.getText()
15:47:46.2 (357478755)|METHOD_ENTRY|[471]||System.JSONParser.nextToken()
