38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
09:15:13.0 (451681)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
09:15:13.3 (3023461)|CODE_UNIT_STARTED|[EXTERNAL]|01pB0000000lc07|ListServerController.getListRecords
09:15:13.3 (3081044)|VARIABLE_SCOPE_BEGIN|[3]|ListServerController.mapObjectsFields|Map<String,Set<String>>|true|true
09:15:13.3 (3154343)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:180
09:15:13.3 (3163463)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:22
09:15:13.3 (3166941)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:27
09:15:13.3 (3185686)|METHOD_ENTRY|[1]|01pB0000000lc07|ListServerController.ListServerController()
09:15:13.3 (3190892)|STATEMENT_EXECUTE|[1]
09:15:13.3 (3198212)|STATEMENT_EXECUTE|[1]
09:15:13.3 (3234526)|HEAP_ALLOCATE|[50]|Bytes:5
09:15:13.3 (3262457)|HEAP_ALLOCATE|[56]|Bytes:5
09:15:13.3 (3272176)|HEAP_ALLOCATE|[64]|Bytes:7
09:15:13.3 (3297866)|SYSTEM_MODE_ENTER|false
09:15:13.3 (3320348)|HEAP_ALLOCATE|[3]|Bytes:5
09:15:13.3 (3324896)|STATEMENT_EXECUTE|[3]
09:15:13.3 (3358342)|VARIABLE_ASSIGNMENT|[3]|ListServerController.mapObjectsFields|null|
09:15:13.3 (3366538)|SYSTEM_MODE_EXIT|false
09:15:13.3 (3378297)|METHOD_EXIT|[1]|ListServerController
09:15:13.3 (3383908)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
09:15:13.3 (3385890)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
09:15:13.3 (3387295)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2
09:15:13.3 (3388571)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
09:15:13.3 (3389869)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
09:15:13.3 (3398019)|SYSTEM_MODE_ENTER|false
09:15:13.3 (3405517)|VARIABLE_SCOPE_BEGIN|[23]|rowsLimit|String|false|false
09:15:13.3 (3414852)|VARIABLE_ASSIGNMENT|[23]|rowsLimit|"8"
09:15:13.3 (3417032)|VARIABLE_SCOPE_BEGIN|[23]|objectApiName|String|false|false
09:15:13.3 (3420060)|VARIABLE_ASSIGNMENT|[23]|objectApiName|"Account"
09:15:13.3 (3421893)|VARIABLE_SCOPE_BEGIN|[23]|filter1Field|String|false|false
09:15:13.3 (3424904)|VARIABLE_ASSIGNMENT|[23]|filter1Field|null
09:15:13.3 (3426626)|VARIABLE_SCOPE_BEGIN|[23]|filter1Value|String|false|false
09:15:13.3 (3428782)|VARIABLE_ASSIGNMENT|[23]|filter1Value|null
09:15:13.3 (3430310)|VARIABLE_SCOPE_BEGIN|[23]|eventField|String|false|false
09:15:13.3 (3433085)|VARIABLE_ASSIGNMENT|[23]|eventField|"Id"
09:15:13.3 (3434768)|VARIABLE_SCOPE_BEGIN|[23]|column1|String|false|false
09:15:13.3 (3437355)|VARIABLE_ASSIGNMENT|[23]|column1|"Name"
09:15:13.3 (3438973)|VARIABLE_SCOPE_BEGIN|[23]|column2|String|false|false
09:15:13.3 (3441338)|VARIABLE_ASSIGNMENT|[23]|column2|null
09:15:13.3 (3443199)|VARIABLE_SCOPE_BEGIN|[23]|column3|String|false|false
09:15:13.3 (3445437)|VARIABLE_ASSIGNMENT|[23]|column3|null
09:15:13.3 (3447171)|VARIABLE_SCOPE_BEGIN|[23]|column4|String|false|false
09:15:13.3 (3449219)|VARIABLE_ASSIGNMENT|[23]|column4|null
09:15:13.3 (3450629)|VARIABLE_SCOPE_BEGIN|[23]|sortField|String|false|false
09:15:13.3 (3453030)|VARIABLE_ASSIGNMENT|[23]|sortField|"Name"
09:15:13.3 (3454584)|VARIABLE_SCOPE_BEGIN|[23]|sortDirection|String|false|false
09:15:13.3 (3457066)|VARIABLE_ASSIGNMENT|[23]|sortDirection|null
09:15:13.3 (3470982)|HEAP_ALLOCATE|[25]|Bytes:5
09:15:13.3 (3475463)|STATEMENT_EXECUTE|[23]
09:15:13.3 (3476788)|STATEMENT_EXECUTE|[25]
09:15:13.3 (3479700)|HEAP_ALLOCATE|[25]|Bytes:20
09:15:13.3 (3494831)|HEAP_ALLOCATE|[25]|Bytes:21
09:15:13.3 (3523438)|ENTERING_MANAGED_PKG|
09:15:13.3 (3557032)|USER_DEBUG|[25]|DEBUG|######## rowsLimit: 8
09:15:13.3 (3565438)|STATEMENT_EXECUTE|[26]
09:15:13.3 (3569216)|HEAP_ALLOCATE|[26]|Bytes:24
09:15:13.3 (3575345)|HEAP_ALLOCATE|[26]|Bytes:31
09:15:13.3 (3582690)|ENTERING_MANAGED_PKG|
09:15:13.3 (3592438)|USER_DEBUG|[26]|DEBUG|######## objectApiName: Account
09:15:13.3 (3597470)|STATEMENT_EXECUTE|[29]
09:15:13.3 (3604706)|HEAP_ALLOCATE|[29]|Bytes:4
09:15:13.3 (3639745)|VARIABLE_ASSIGNMENT|[29]|ListServerController.mapObjectsFields|{"s":1,"v":{}}|0x2ff30ac4
09:15:13.3 (3643350)|STATEMENT_EXECUTE|[31]
09:15:13.3 (3646656)|HEAP_ALLOCATE|[31]|Bytes:2
09:15:13.3 (4677452)|HEAP_ALLOCATE|[31]|Bytes:19
09:15:13.3 (4684740)|HEAP_ALLOCATE|[31]|Bytes:28
09:15:13.3 (4700399)|METHOD_ENTRY|[1]|01pB0000000ljzx|Sparkle_Helper.Sparkle_Helper()
09:15:13.3 (4703427)|STATEMENT_EXECUTE|[1]
09:15:13.3 (4706902)|STATEMENT_EXECUTE|[1]
09:15:13.3 (4713789)|HEAP_ALLOCATE|[31]|Bytes:5
09:15:13.3 (4723263)|METHOD_EXIT|[1]|Sparkle_Helper
09:15:13.3 (4742481)|METHOD_ENTRY|[31]|01pB0000000ljzx|testautonumdata.Sparkle_Helper.AddFieldToObjectsMap(String, String, Map<String,Set<String>>)
09:15:13.3 (4759702)|VARIABLE_SCOPE_BEGIN|[107]|fieldName|String|false|false
09:15:13.3 (4767035)|VARIABLE_ASSIGNMENT|[107]|fieldName|"Id"
09:15:13.3 (4769136)|VARIABLE_SCOPE_BEGIN|[107]|initialObjectName|String|false|false
09:15:13.3 (4772347)|VARIABLE_ASSIGNMENT|[107]|initialObjectName|"Account"
09:15:13.3 (4774338)|VARIABLE_SCOPE_BEGIN|[107]|theMap|Map<String,Set<String>>|true|false
09:15:13.3 (4784791)|VARIABLE_ASSIGNMENT|[107]|theMap|{"s":1,"v":{}}|0x2ff30ac4
09:15:13.3 (4793350)|HEAP_ALLOCATE|[109]|Bytes:5
