37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
09:11:37.0 (146603)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
09:11:37.0 (838859)|HEAP_ALLOCATE|[72]|Bytes:3
09:11:37.0 (916675)|HEAP_ALLOCATE|[77]|Bytes:152
09:11:37.0 (949601)|HEAP_ALLOCATE|[342]|Bytes:408
09:11:37.0 (984688)|HEAP_ALLOCATE|[355]|Bytes:408
09:11:37.0 (1016659)|HEAP_ALLOCATE|[467]|Bytes:48
09:11:37.3 (3772203)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
09:11:37.3 (4105197)|STATEMENT_EXECUTE|[1]
09:11:37.3 (4168068)|HEAP_ALLOCATE|[50]|Bytes:5
09:11:37.3 (4210683)|HEAP_ALLOCATE|[56]|Bytes:5
09:11:37.3 (4221534)|HEAP_ALLOCATE|[64]|Bytes:7
09:11:37.3 (4264704)|SYSTEM_MODE_ENTER|false
09:11:37.3 (4287253)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
09:11:37.3 (4298836)|SYSTEM_MODE_EXIT|false
09:11:37.3 (4313854)|METHOD_EXIT|[1]|Twitter_Lightning_Controller
09:11:37.3 (4320644)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
09:11:37.3 (4322784)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
09:11:37.3 (4324060)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:13
09:11:37.3 (4332441)|SYSTEM_MODE_ENTER|false
09:11:37.3 (4343798)|VARIABLE_SCOPE_BEGIN|[68]|recordID|String|false|false
09:11:37.3 (4383173)|VARIABLE_ASSIGNMENT|[68]|recordID|"a0MB0000000cQXFMA2"
09:11:37.3 (4388495)|VARIABLE_SCOPE_BEGIN|[68]|objectApiName|String|false|false
09:11:37.3 (4393313)|VARIABLE_ASSIGNMENT|[68]|objectApiName|"Candidate__c"
09:11:37.3 (4397194)|VARIABLE_SCOPE_BEGIN|[68]|twitterIDFieldApiName|String|false|false
09:11:37.3 (4400823)|VARIABLE_ASSIGNMENT|[68]|twitterIDFieldApiName|"Twitter_ID__c"
09:11:37.3 (4403585)|VARIABLE_SCOPE_BEGIN|[68]|firstName|String|false|false
09:11:37.3 (4408786)|VARIABLE_ASSIGNMENT|[68]|firstName|null
09:11:37.3 (4411512)|VARIABLE_SCOPE_BEGIN|[68]|lastName|String|false|false
09:11:37.3 (4414233)|VARIABLE_ASSIGNMENT|[68]|lastName|null
09:11:37.3 (4416562)|VARIABLE_SCOPE_BEGIN|[68]|companyName|String|false|false
09:11:37.3 (4419284)|VARIABLE_ASSIGNMENT|[68]|companyName|null
09:11:37.3 (4421841)|VARIABLE_SCOPE_BEGIN|[68]|email|String|false|false
09:11:37.3 (4424323)|VARIABLE_ASSIGNMENT|[68]|email|null
09:11:37.3 (4440674)|HEAP_ALLOCATE|[70]|Bytes:5
09:11:37.3 (4444955)|STATEMENT_EXECUTE|[68]
09:11:37.3 (4446463)|STATEMENT_EXECUTE|[70]
09:11:37.3 (4453113)|VARIABLE_SCOPE_BEGIN|[70]|hasTwitterMemberID|Boolean|false|false
09:11:37.3 (4456394)|HEAP_ALLOCATE|[70]|Bytes:5
09:11:37.3 (4462781)|VARIABLE_ASSIGNMENT|[70]|hasTwitterMemberID|false
09:11:37.3 (4464871)|STATEMENT_EXECUTE|[71]
09:11:37.3 (4489913)|HEAP_ALLOCATE|[71]|Bytes:64
09:11:37.3 (4513395)|CONSTRUCTOR_ENTRY|[71]|01pB0000000r382|<init>()
09:11:37.3 (4564394)|VARIABLE_SCOPE_BEGIN|[1]|this|testautonumdata.Twitter_Lightning_Controller|true|false
09:11:37.3 (4687272)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x624f86d8
09:11:37.3 (4696008)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
09:11:37.3 (4704855)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
09:11:37.3 (4731665)|STATEMENT_EXECUTE|[1]
09:11:37.3 (4736195)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
09:11:37.3 (4738594)|STATEMENT_EXECUTE|[4]
09:11:37.3 (4739968)|STATEMENT_EXECUTE|[6]
09:11:37.3 (4740987)|STATEMENT_EXECUTE|[8]
09:11:37.3 (4741986)|STATEMENT_EXECUTE|[10]
09:11:37.3 (4743190)|STATEMENT_EXECUTE|[12]
09:11:37.3 (4744193)|STATEMENT_EXECUTE|[14]
09:11:37.3 (4745302)|STATEMENT_EXECUTE|[16]
09:11:37.3 (4746466)|STATEMENT_EXECUTE|[18]
09:11:37.3 (4747471)|STATEMENT_EXECUTE|[20]
09:11:37.3 (4748688)|STATEMENT_EXECUTE|[22]
09:11:37.3 (4749691)|STATEMENT_EXECUTE|[24]
09:11:37.3 (4750961)|STATEMENT_EXECUTE|[26]
09:11:37.3 (4751909)|STATEMENT_EXECUTE|[28]
09:11:37.3 (4752915)|STATEMENT_EXECUTE|[30]
09:11:37.3 (4753920)|STATEMENT_EXECUTE|[32]
09:11:37.3 (4767111)|CONSTRUCTOR_EXIT|[71]|01pB0000000r382|<init>()
09:11:37.3 (4772158)|VARIABLE_SCOPE_BEGIN|[71]|returnRec|testautonumdata.Twitter_Lightning_Controller|true|false
09:11:37.3 (4802188)|VARIABLE_ASSIGNMENT|[71]|returnRec|{}|0x624f86d8
09:11:37.3 (4844245)|ENTERING_MANAGED_PKG|
09:11:37.3 (4888208)|STATEMENT_EXECUTE|[74]
09:11:37.3 (4890491)|STATEMENT_EXECUTE|[75]
09:11:37.3 (4894214)|HEAP_ALLOCATE|[75]|Bytes:9
09:11:37.3 (4898840)|VARIABLE_SCOPE_BEGIN|[75]|soql|String|false|false
09:11:37.3 (4906556)|VARIABLE_ASSIGNMENT|[75]|soql|"Select id"
09:11:37.3 (4909827)|STATEMENT_EXECUTE|[78]
09:11:37.3 (4912093)|HEAP_ALLOCATE|[78]|Bytes:2
09:11:37.3 (4924071)|HEAP_ALLOCATE|[78]|Bytes:15
09:11:37.3 (4928740)|HEAP_ALLOCATE|[78]|Bytes:24
09:11:37.3 (4936289)|VARIABLE_ASSIGNMENT|[78]|soql|"Select id, Twitter_I (4 more) ..."
09:11:37.3 (4939500)|STATEMENT_EXECUTE|[80]
09:11:37.3 (4941214)|STATEMENT_EXECUTE|[83]
09:11:37.3 (4943334)|STATEMENT_EXECUTE|[86]
09:11:37.3 (4945120)|STATEMENT_EXECUTE|[89]
09:11:37.3 (4946080)|STATEMENT_EXECUTE|[93]
09:11:37.3 (4948649)|HEAP_ALLOCATE|[93]|Bytes:6
09:11:37.3 (4953454)|HEAP_ALLOCATE|[93]|Bytes:18
09:11:37.3 (4957451)|HEAP_ALLOCATE|[93]|Bytes:42
09:11:37.3 (4963246)|VARIABLE_ASSIGNMENT|[93]|soql|"Select id, Twitter_I (22 more) ..."
09:11:37.3 (4965633)|STATEMENT_EXECUTE|[95]
09:11:37.3 (4967794)|HEAP_ALLOCATE|[95]|Bytes:12
09:11:37.3 (4970259)|HEAP_ALLOCATE|[95]|Bytes:1
09:11:37.3 (4978298)|HEAP_ALLOCATE|[95]|Bytes:31
09:11:37.3 (4982337)|HEAP_ALLOCATE|[95]|Bytes:73
09:11:37.3 (4987797)|VARIABLE_ASSIGNMENT|[95]|soql|"Select id, Twitter_I (53 more) ..."
09:11:37.3 (4990081)|STATEMENT_EXECUTE|[98]
09:11:37.3 (4992690)|HEAP_ALLOCATE|[98]|Bytes:8
09:11:37.3 (4996728)|HEAP_ALLOCATE|[98]|Bytes:81
09:11:37.3 (5002157)|VARIABLE_ASSIGNMENT|[98]|soql|"Select id, Twitter_I (61 more) ..."
09:11:37.3 (5005052)|STATEMENT_EXECUTE|[100]
09:11:37.3 (5007549)|HEAP_ALLOCATE|[100]|Bytes:15
09:11:37.3 (5012412)|HEAP_ALLOCATE|[100]|Bytes:96
09:11:37.3 (5048809)|ENTERING_MANAGED_PKG|
09:11:37.3 (5082251)|USER_DEBUG|[100]|DEBUG|######## soql: Select id, Twitter_ID__c FROM Candidate__c WHERE id ='a0MB0000000cQXFMA2' limit 1
09:11:37.3 (5092191)|STATEMENT_EXECUTE|[102]
09:11:37.3 (5119922)|ENTERING_MANAGED_PKG|
09:11:37.3 (5144579)|HEAP_ALLOCATE|[102]|Bytes:5
09:11:37.3 (5930137)|SOQL_EXECUTE_BEGIN|[102]|Aggregations:0|Select id, Twitter_ID__c FROM Candidate__c WHERE id ='a0MB0000000cQXFMA2' limit 1
09:11:37.3 (9931156)|SOQL_EXECUTE_END|[102]|Rows:1
09:11:37.3 (9988112)|HEAP_ALLOCATE|[102]|Bytes:8
09:11:37.3 (10015617)|HEAP_ALLOCATE|[102]|Bytes:69
09:11:37.3 (10215111)|HEAP_ALLOCATE|[102]|Bytes:8
09:11:37.3 (10240263)|VARIABLE_SCOPE_BEGIN|[102]|lstQueriedRecords|List<SObject>|true|false
09:11:37.3 (10300514)|VARIABLE_ASSIGNMENT|[102]|lstQueriedRecords|{"s":1,"v":[{"s":2,"v":{"Id":"a0MB0000000cQXFMA2","testautonumdata__Twi (10 more) ...":"@roreb"}}]}|0x2c6536ff
