38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
09:52:38.0 (88830)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
09:52:38.2 (2201230)|CODE_UNIT_STARTED|[EXTERNAL]|01pB0000000lc07|ListServerController.getListRecords
09:52:38.2 (2257504)|VARIABLE_SCOPE_BEGIN|[3]|ListServerController.mapObjectsFields|Map<String,Set<String>>|true|true
09:52:38.2 (2319144)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:180
09:52:38.2 (2328571)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:22
09:52:38.2 (2331774)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:27
09:52:38.2 (2349786)|METHOD_ENTRY|[1]|01pB0000000lc07|ListServerController.ListServerController()
09:52:38.2 (2353204)|STATEMENT_EXECUTE|[1]
09:52:38.2 (2358462)|STATEMENT_EXECUTE|[1]
09:52:38.2 (2391404)|HEAP_ALLOCATE|[50]|Bytes:5
09:52:38.2 (2412949)|HEAP_ALLOCATE|[56]|Bytes:5
09:52:38.2 (2422713)|HEAP_ALLOCATE|[64]|Bytes:7
09:52:38.2 (2447211)|SYSTEM_MODE_ENTER|false
09:52:38.2 (2465284)|HEAP_ALLOCATE|[3]|Bytes:5
09:52:38.2 (2469584)|STATEMENT_EXECUTE|[3]
09:52:38.2 (2503813)|VARIABLE_ASSIGNMENT|[3]|ListServerController.mapObjectsFields|null|
09:52:38.2 (2511070)|SYSTEM_MODE_EXIT|false
09:52:38.2 (2527762)|METHOD_EXIT|[1]|ListServerController
09:52:38.2 (2533044)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
09:52:38.2 (2535120)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
09:52:38.2 (2536474)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2
09:52:38.2 (2537654)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
09:52:38.2 (2538857)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
09:52:38.2 (2540640)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:3
09:52:38.2 (2547122)|SYSTEM_MODE_ENTER|false
09:52:38.2 (2552421)|VARIABLE_SCOPE_BEGIN|[23]|rowsLimit|String|false|false
09:52:38.2 (2561922)|VARIABLE_ASSIGNMENT|[23]|rowsLimit|"8"
09:52:38.2 (2564006)|VARIABLE_SCOPE_BEGIN|[23]|objectApiName|String|false|false
09:52:38.2 (2566913)|VARIABLE_ASSIGNMENT|[23]|objectApiName|"Contact"
09:52:38.2 (2568928)|VARIABLE_SCOPE_BEGIN|[23]|filter1Field|String|false|false
09:52:38.2 (2571375)|VARIABLE_ASSIGNMENT|[23]|filter1Field|null
09:52:38.2 (2573040)|VARIABLE_SCOPE_BEGIN|[23]|filter1Value|String|false|false
09:52:38.2 (2575080)|VARIABLE_ASSIGNMENT|[23]|filter1Value|null
09:52:38.2 (2576592)|VARIABLE_SCOPE_BEGIN|[23]|eventField|String|false|false
09:52:38.2 (2578909)|VARIABLE_ASSIGNMENT|[23]|eventField|"Id"
09:52:38.2 (2580537)|VARIABLE_SCOPE_BEGIN|[23]|column1|String|false|false
09:52:38.2 (2582913)|VARIABLE_ASSIGNMENT|[23]|column1|"Name"
09:52:38.2 (2584554)|VARIABLE_SCOPE_BEGIN|[23]|column2|String|false|false
09:52:38.2 (2586690)|VARIABLE_ASSIGNMENT|[23]|column2|null
09:52:38.2 (2588162)|VARIABLE_SCOPE_BEGIN|[23]|column3|String|false|false
09:52:38.2 (2590044)|VARIABLE_ASSIGNMENT|[23]|column3|null
09:52:38.2 (2591570)|VARIABLE_SCOPE_BEGIN|[23]|column4|String|false|false
09:52:38.2 (2593394)|VARIABLE_ASSIGNMENT|[23]|column4|null
09:52:38.2 (2594781)|VARIABLE_SCOPE_BEGIN|[23]|sortField|String|false|false
09:52:38.2 (2596991)|VARIABLE_ASSIGNMENT|[23]|sortField|"Name"
09:52:38.2 (2598641)|VARIABLE_SCOPE_BEGIN|[23]|sortDirection|String|false|false
09:52:38.2 (2600830)|VARIABLE_ASSIGNMENT|[23]|sortDirection|"asc"
09:52:38.2 (2613121)|HEAP_ALLOCATE|[25]|Bytes:5
09:52:38.2 (2617161)|STATEMENT_EXECUTE|[23]
09:52:38.2 (2618415)|STATEMENT_EXECUTE|[25]
09:52:38.2 (2621441)|HEAP_ALLOCATE|[25]|Bytes:20
09:52:38.2 (2631452)|HEAP_ALLOCATE|[25]|Bytes:21
09:52:38.2 (2655134)|ENTERING_MANAGED_PKG|
09:52:38.2 (2688996)|USER_DEBUG|[25]|DEBUG|######## rowsLimit: 8
09:52:38.2 (2697939)|STATEMENT_EXECUTE|[26]
09:52:38.2 (2701621)|HEAP_ALLOCATE|[26]|Bytes:24
09:52:38.2 (2707602)|HEAP_ALLOCATE|[26]|Bytes:31
09:52:38.2 (2714720)|ENTERING_MANAGED_PKG|
09:52:38.2 (2728128)|USER_DEBUG|[26]|DEBUG|######## objectApiName: Contact
09:52:38.2 (2733929)|STATEMENT_EXECUTE|[29]
09:52:38.2 (2740017)|HEAP_ALLOCATE|[29]|Bytes:4
09:52:38.2 (2774080)|VARIABLE_ASSIGNMENT|[29]|ListServerController.mapObjectsFields|{"s":1,"v":{}}|0x1c7d84b7
09:52:38.2 (2777527)|STATEMENT_EXECUTE|[31]
09:52:38.2 (2780765)|HEAP_ALLOCATE|[31]|Bytes:2
09:52:38.2 (2894009)|HEAP_ALLOCATE|[31]|Bytes:19
09:52:38.2 (2900721)|HEAP_ALLOCATE|[31]|Bytes:28
09:52:38.2 (2911150)|METHOD_ENTRY|[1]|01pB0000000ljzx|Sparkle_Helper.Sparkle_Helper()
09:52:38.2 (2913619)|STATEMENT_EXECUTE|[1]
09:52:38.2 (2916743)|STATEMENT_EXECUTE|[1]
09:52:38.2 (2922719)|HEAP_ALLOCATE|[31]|Bytes:5
09:52:38.2 (2932299)|METHOD_EXIT|[1]|Sparkle_Helper
09:52:38.2 (2946338)|METHOD_ENTRY|[31]|01pB0000000ljzx|testautonumdata.Sparkle_Helper.AddFieldToObjectsMap(String, String, Map<String,Set<String>>)
09:52:38.2 (2963324)|VARIABLE_SCOPE_BEGIN|[107]|fieldName|String|false|false
09:52:38.2 (2970169)|VARIABLE_ASSIGNMENT|[107]|fieldName|"Id"
09:52:38.2 (2972296)|VARIABLE_SCOPE_BEGIN|[107]|initialObjectName|String|false|false
09:52:38.2 (2975511)|VARIABLE_ASSIGNMENT|[107]|initialObjectName|"Contact"
09:52:38.2 (2977366)|VARIABLE_SCOPE_BEGIN|[107]|theMap|Map<String,Set<String>>|true|false
09:52:38.2 (2987040)|VARIABLE_ASSIGNMENT|[107]|theMap|{"s":1,"v":{}}|0x1c7d84b7
09:52:38.2 (2995003)|HEAP_ALLOCATE|[109]|Bytes:5
09:52:38.2 (2999345)|STATEMENT_EXECUTE|[108]
09:52:38.2 (3001812)|HEAP_ALLOCATE|[109]|Bytes:1
09:52:38.2 (3020174)|ENTERING_MANAGED_PKG|
09:52:38.2 (3053978)|STATEMENT_EXECUTE|[150]
09:52:38.2 (3064571)|METHOD_ENTRY|[150]|01pB0000000ljzx|testautonumdata.Sparkle_Helper.AddFieldToMap(String, String, Map<String,Set<String>>)
09:52:38.2 (3077489)|VARIABLE_SCOPE_BEGIN|[157]|fieldName|String|false|false
09:52:38.2 (3083095)|VARIABLE_ASSIGNMENT|[157]|fieldName|"Id"
09:52:38.2 (3085008)|VARIABLE_SCOPE_BEGIN|[157]|ObjectName|String|false|false
09:52:38.2 (3088013)|VARIABLE_ASSIGNMENT|[157]|ObjectName|"Contact"
09:52:38.2 (3089648)|VARIABLE_SCOPE_BEGIN|[157]|theMap|Map<String,Set<String>>|true|false
09:52:38.2 (3098335)|VARIABLE_ASSIGNMENT|[157]|theMap|{"s":1,"v":{}}|0x1c7d84b7
09:52:38.2 (3106169)|HEAP_ALLOCATE|[160]|Bytes:5
09:52:38.2 (3110314)|STATEMENT_EXECUTE|[158]
09:52:38.2 (3121220)|ENTERING_MANAGED_PKG|
09:52:38.2 (3148130)|STATEMENT_EXECUTE|[167]
09:52:38.2 (3150296)|STATEMENT_EXECUTE|[168]
09:52:38.2 (3189008)|HEAP_ALLOCATE|[168]|Bytes:4
09:52:38.2 (3208956)|ENTERING_MANAGED_PKG|
