38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
09:22:43.0 (93466)|USER_INFO|[EXTERNAL]|005B0000001VpZR|rreboucas-yi5c@force.com|Pacific Standard Time|GMT-07:00
09:22:43.2 (2391898)|CODE_UNIT_STARTED|[EXTERNAL]|01pB0000000lc07|ListServerController.getListRecords
09:22:43.2 (2456526)|VARIABLE_SCOPE_BEGIN|[3]|ListServerController.mapObjectsFields|Map<String,Set<String>>|true|true
09:22:43.2 (2539273)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:180
09:22:43.2 (2549073)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:22
09:22:43.2 (2553019)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:27
09:22:43.2 (2575944)|METHOD_ENTRY|[1]|01pB0000000lc07|ListServerController.ListServerController()
09:22:43.2 (2581464)|STATEMENT_EXECUTE|[1]
09:22:43.2 (2588344)|STATEMENT_EXECUTE|[1]
09:22:43.2 (2627779)|HEAP_ALLOCATE|[50]|Bytes:5
09:22:43.2 (2655378)|HEAP_ALLOCATE|[56]|Bytes:5
09:22:43.2 (2666093)|HEAP_ALLOCATE|[64]|Bytes:7
09:22:43.2 (2692696)|SYSTEM_MODE_ENTER|false
09:22:43.2 (2716682)|HEAP_ALLOCATE|[3]|Bytes:5
09:22:43.2 (2726524)|STATEMENT_EXECUTE|[3]
09:22:43.2 (2756445)|VARIABLE_ASSIGNMENT|[3]|ListServerController.mapObjectsFields|null|
09:22:43.2 (2764108)|SYSTEM_MODE_EXIT|false
09:22:43.2 (2779583)|METHOD_EXIT|[1]|ListServerController
09:22:43.2 (2786394)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
09:22:43.2 (2789453)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
09:22:43.2 (2791592)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2
09:22:43.2 (2793387)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
09:22:43.2 (2795195)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
09:22:43.2 (2801444)|SYSTEM_MODE_ENTER|false
09:22:43.2 (2808109)|VARIABLE_SCOPE_BEGIN|[23]|rowsLimit|String|false|false
09:22:43.2 (2817254)|VARIABLE_ASSIGNMENT|[23]|rowsLimit|"8"
09:22:43.2 (2819420)|VARIABLE_SCOPE_BEGIN|[23]|objectApiName|String|false|false
09:22:43.2 (2822398)|VARIABLE_ASSIGNMENT|[23]|objectApiName|"Account"
09:22:43.2 (2824494)|VARIABLE_SCOPE_BEGIN|[23]|filter1Field|String|false|false
09:22:43.2 (2827195)|VARIABLE_ASSIGNMENT|[23]|filter1Field|null
09:22:43.2 (2828818)|VARIABLE_SCOPE_BEGIN|[23]|filter1Value|String|false|false
09:22:43.2 (2830764)|VARIABLE_ASSIGNMENT|[23]|filter1Value|null
09:22:43.2 (2832440)|VARIABLE_SCOPE_BEGIN|[23]|eventField|String|false|false
09:22:43.2 (2834940)|VARIABLE_ASSIGNMENT|[23]|eventField|"Id"
09:22:43.2 (2836855)|VARIABLE_SCOPE_BEGIN|[23]|column1|String|false|false
09:22:43.2 (2839293)|VARIABLE_ASSIGNMENT|[23]|column1|"Name"
09:22:43.2 (2840994)|VARIABLE_SCOPE_BEGIN|[23]|column2|String|false|false
09:22:43.2 (2843044)|VARIABLE_ASSIGNMENT|[23]|column2|null
09:22:43.2 (2844795)|VARIABLE_SCOPE_BEGIN|[23]|column3|String|false|false
09:22:43.2 (2846700)|VARIABLE_ASSIGNMENT|[23]|column3|null
09:22:43.2 (2848214)|VARIABLE_SCOPE_BEGIN|[23]|column4|String|false|false
09:22:43.2 (2849986)|VARIABLE_ASSIGNMENT|[23]|column4|null
09:22:43.2 (2851495)|VARIABLE_SCOPE_BEGIN|[23]|sortField|String|false|false
09:22:43.2 (2853687)|VARIABLE_ASSIGNMENT|[23]|sortField|"Name"
09:22:43.2 (2855503)|VARIABLE_SCOPE_BEGIN|[23]|sortDirection|String|false|false
09:22:43.2 (2857722)|VARIABLE_ASSIGNMENT|[23]|sortDirection|null
09:22:43.2 (2871860)|HEAP_ALLOCATE|[25]|Bytes:5
09:22:43.2 (2877281)|STATEMENT_EXECUTE|[23]
